node,property,value
aida-item:CRM.FinancialCrime.Extortion,rdfs:subClassOf,aida-item:CRM.FinancialCrime
aida-property:ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility_EntityResponsible,rdf:type,owl:ObjectProperty
aida-item:GPE.OrganizationOfCountries.OrganizationOfCountries,rdf:type,owl:Class
aida-property:end,aida-property-type:dataType,aida-property-type:DateTime
aida-entity:ed73b6b9-bd48-4560-a5ef-381937cca366,aida-property:Physical.LocatedNear_EntityOrFiller,aida-entity:f6959485-0657-46a7-8712-5e32a27d0619
aida-item:Physical.LocatedNear.Surround,rdfs:subClassOf,aida-item:Physical.LocatedNear
aida-item:Justice.JudicialConsequences.Execute,rdfs:subClassOf,aida-item:Justice.JudicialConsequences
aida-property:linkTarget,aida-property-type:dataType,aida-property-type:URL
aida-property:Physical.LocatedNear_Place,rdf:type,owl:ObjectProperty
aida-item:Contact.CommitmentPromiseExpressIntent.Correspondence,rdfs:subClassOf,aida-item:Contact.CommitmentPromiseExpressIntent
aida-entity:a27c1037-3b21-4372-9c53-2a81065b3b16,rdf:type,aida-item:VAL.Number.Number
aida-item:GeneralAffiliation.OrganizationPoliticalReligiousAffiliation.NationalityCitizen,rdf:type,owl:Class
aida-item:LOC,rdf:type,owl:Class
aida-item:Conflict.Yield.Surrender,rdf:type,owl:Class
aida-item:VEH,rdfs:subClassOf,aida-item:Entity
aida-event:c8d650fb-506c-4854-a28e-e058c3f2d168,rdf:type,aida-item:Contact.CommitmentPromiseExpressIntent.Meet
aida-item:Inspection.SensoryObserve,rdf:type,owl:Class
aida-item:Contact.Discussion,rdf:type,owl:Class
aida-item:Transaction.TransferOwnership.BorrowLend,rdfs:subClassOf,aida-item:Transaction.TransferOwnership
aida-entity:ba5bd100-3c53-45bb-8c1e-81d7827e948d,aida-property:Physical.LocatedNear_Place,aida-entity:e3d187c7-5e2b-48f3-a05e-dc9724cb9596
aida-item:Conflict.Attack.Strangling,rdfs:subClassOf,aida-item:Conflict.Attack
aida-item:FAC.Building.House,rdf:type,owl:Class
aida-property:Physical.Resident.Resident_Resident,rdf:type,owl:ObjectProperty
aida-property:Physical.LocatedNear_EntityOrFiller,rdf:type,owl:ObjectProperty
aida-entity:f4cfc546-ff27-4df0-b19b-71dbdbc93a29,rdf:type,aida-item:PER.Politician.HeadOfGovernment
aida-item:Measurement.Size.Weight,rdfs:subClassOf,aida-item:Measurement.Size
aida-item:Inspection.SensoryObserve.MonitorElection,rdf:type,owl:Class
aida-property:GeneralAffiliation.Sponsorship.Affiliated_Sponsor,rdf:type,owl:ObjectProperty
aida-entity:11d2d098-804e-4379-afa0-7475a6a9986f,aida-property:Information.Make.Make_EntityOrFiller,aida-entity:9789ff8a-7d0a-45cc-9b2a-9a7465182d09
aida-item:RES,rdfs:subClassOf,aida-item:Entity
aida-item:Contact.Discussion.Meet,rdfs:subClassOf,aida-item:Contact.Discussion
aida-item:VEH.MilitaryVehicle.Tank,rdfs:subClassOf,aida-item:VEH.MilitaryVehicle
aida-item:ArtifactExistence.DamageDestroy,rdf:type,owl:Class
aida-item:CRM.PoliticalCrime,rdfs:subClassOf,aida-item:CRM
aida-item:WEA.Gun.Artillery,rdfs:subClassOf,aida-item:WEA.Gun
aida-item:Government.Vote.ViolationsPreventVote,rdf:type,owl:Class
aida-item:Life.Injure,rdf:type,owl:Class
aida-item:OrganizationAffiliation.Leadership.MilitaryPolice,rdfs:subClassOf,aida-item:OrganizationAffiliation.Leadership
aida-item:OrganizationAffiliation.Leadership.HeadOfState,rdf:type,owl:Class
aida-item:GPE.Country.Country,rdfs:subClassOf,aida-item:Entity
aida-item:WEA.Gas.TearGas,rdf:type,owl:Class
aida-item:GeneralAffiliation.Sponsorship.Affiliated,rdf:type,owl:Class
aida-item:SID.Ideological.Ideological,rdfs:subClassOf,aida-item:SID
aida-item:MON.Cash.Cash,rdf:type,owl:Class
aida-item:PER,rdf:type,owl:Class
aida-item:OrganizationAffiliation.EmploymentMembership.Employment,rdfs:subClassOf,aida-item:OrganizationAffiliation.EmploymentMembership
aida-item:ORG.MilitaryOrganization.Intelligence,rdfs:subClassOf,aida-item:ORG.MilitaryOrganization
aida-item:LOC.GeographicPoint.Address,rdf:type,owl:Class
aida-item:Movement.TransportPerson.PreventExit,rdfs:subClassOf,aida-item:Movement.TransportPerson
aida-item:GPE.UrbanArea.City,rdfs:subClassOf,aida-item:GPE.UrbanArea
aida-item:Physical.LocatedNear,rdfs:subClassOf,aida-item:Relation
aida-property:Information.Color.Color_EntityOrFiller,rdf:type,owl:ObjectProperty
aida-item:Contact.Prevarication.Correspondence,rdfs:subClassOf,aida-item:Contact.Prevarication
aida-item:VEH.WheeledVehicle.Bus,rdf:type,owl:Class
aida-item:FAC.Building.ApartmentBuilding,rdfs:subClassOf,aida-item:FAC.Building
aida-item:Movement.TransportArtifact.Fall,rdf:type,owl:Class
aida-property:OrganizationAffiliation.EmploymentMembership.Employment_Employee,rdf:type,owl:ObjectProperty
aida-item:Contact.Prevarication,rdf:type,owl:Class
aida-item:VEH.Rocket.Rocket,rdfs:subClassOf,aida-item:VEH
aida-item:Transaction.TransferOwnership.GiftGrantProvideAid,rdf:type,owl:Class
aida-item:PartWhole.Subsidiary.NationalityCitizen,rdf:type,owl:Class
aida-item:CRM.ViolentCrime,rdfs:subClassOf,aida-item:CRM
aida-item:SID,rdfs:subClassOf,aida-item:Entity
aida-item:CRM.FinancialCrime,rdfs:subClassOf,aida-item:CRM
aida-item:Movement.TransportArtifact.PreventEntry,rdf:type,owl:Class
aida-item:Conflict.Attack.Invade,rdf:type,owl:Class
aida-item:ORG.PoliticalOrganization.Party,rdf:type,owl:Class
aida-item:VEH.Aircraft.Helicopter,rdfs:subClassOf,aida-item:VEH.Aircraft
aida-item:Justice.JudicialConsequences,rdfs:subClassOf,aida-item:Event
aida-item:ORG.CommercialOrganization.Corporation,rdfs:subClassOf,aida-item:ORG.CommercialOrganization
aida-property:Evaluate.Deliberateness.Deliberate_Holder,rdf:type,owl:ObjectProperty
aida-item:Contact.PublicStatementInPerson.Broadcast,rdf:type,owl:Class
aida-item:Movement.TransportPerson.EvacuationRescue,rdfs:subClassOf,aida-item:Movement.TransportPerson
aida-entity:ba5bd100-3c53-45bb-8c1e-81d7827e948d,rdf:type,aida-item:LOC.Position.Region
aida-item:WEA.Bullets,rdfs:subClassOf,aida-item:WEA
aida-item:ORG.Government,rdfs:subClassOf,aida-item:ORG
aida-item:Contact.ThreatenCoerce,rdf:type,owl:Class
aida-item:Transaction.TransferMoney.BorrowLend,rdfs:subClassOf,aida-item:Transaction.TransferMoney
aida-item:LOC.Position.CrimeScene,rdf:type,owl:Class
aida-item:Contact.CommandOrder.Broadcast,rdfs:subClassOf,aida-item:Contact.CommandOrder
aida-item:Conflict.Attack.Stabbing,rdf:type,owl:Class
aida-item:WEA.MissileSystem.AirToAirMissile,rdf:type,owl:Class
aida-property:start,rdf:type,owl:DatatypeProperty
aida-item:VEH.WheeledVehicle,rdfs:subClassOf,aida-item:VEH
aida-property:GeneralAffiliation.OrganizationPoliticalReligiousAffiliation.NationalityCitizen_Nationality,rdf:type,owl:ObjectProperty
aida-item:Contact.RequestAdvise.Broadcast,rdf:type,owl:Class
aida-item:WEA.Bullets.LiveRounds,rdf:type,owl:Class
aida-item:LOC.Position.AirSpace,rdf:type,owl:Class
aida-item:Justice.InitiateJudicialProcess.TrialHearing,rdf:type,owl:Class
aida-item:VEH.WheeledVehicle.FireApparatus,rdfs:subClassOf,aida-item:VEH.WheeledVehicle
aida-entity:12c3230f-cc45-4c14-b34a-c8a889177502,rdf:type,aida-item:PER
aida-item:CRM.BehaviorCrime.OrganizedCrime,rdf:type,owl:Class
aida-item:Measurement.Size.Count,rdf:type,owl:Class
aida-property:Evaluate.Sentiment.Negative_SentimentTarget,rdf:type,owl:ObjectProperty
aida-item:Movement.TransportArtifact.DisperseSeparate,rdfs:subClassOf,aida-item:Movement.TransportArtifact
aida-property:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.ControlTerritory_Territory,rdf:type,owl:ObjectProperty
aida-item:PersonalSocial.Role.TitleFormOfAddress,rdf:type,owl:Class
aida-item:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.ControlTerritory,rdf:type,owl:Class
aida-item:LOC.Land,rdf:type,owl:Class
aida-item:GeneralAffiliation.OrganizationPoliticalReligiousAffiliation.NationalityCitizen,rdfs:subClassOf,aida-item:GeneralAffiliation.OrganizationPoliticalReligiousAffiliation
aida-entity:e3d187c7-5e2b-48f3-a05e-dc9724cb9596,aida-property:Physical.LocatedNear_EntityOrFiller,aida-entity:5aa209ed-0b29-42c9-99f6-bb7f451b418e
aida-property:OrganizationAffiliation.Leadership_Leader,rdf:type,owl:ObjectProperty
aida-item:OrganizationAffiliation.Leadership.Government,rdf:type,owl:Class
aida-item:OrganizationAffiliation.Leadership.Government,rdfs:subClassOf,aida-item:OrganizationAffiliation.Leadership
aida-item:Movement.TransportPerson.Fall,rdf:type,owl:Class
aida-property:PersonalSocial.Role.TitleFormOfAddress_Person,rdf:type,owl:ObjectProperty
aida-item:PersonalSocial.Role.ProfessionalRole,rdf:type,owl:Class
aida-entity:b993cba5-67e3-4e8e-b843-0f8103af98a0,rdf:type,aida-item:TTL
aida-property:end,rdf:type,owl:DatatypeProperty
aida-item:PartWhole.Subsidiary,rdf:type,owl:Class
aida-property:Evaluate.Deliberateness.Accidental_Event,rdf:type,owl:ObjectProperty
aida-item:Conflict.Attack.AirstrikeMissileStrike,rdfs:subClassOf,aida-item:Conflict.Attack
aida-property:PartWhole.Subsidiary.OrganizationSubsidiary_Parent,rdf:type,owl:ObjectProperty
aida-item:Transaction.Transaction,rdfs:subClassOf,aida-item:Event
aida-entity:f6959485-0657-46a7-8712-5e32a27d0619,aida-property:Physical.LocatedNear_EntityOrFiller,aida-entity:e8d98762-d520-49ed-8de4-5b208d2e3fc9
aida-item:PER.Police.ChiefOfPolice,rdf:type,owl:Class
aida-item:ORG.Association.Team,rdf:type,owl:Class
aida-item:ORG.Government.Council,rdfs:subClassOf,aida-item:ORG.Government
aida-item:VAL.Number.Number,rdfs:subClassOf,aida-item:Entity
aida-item:VEH.Aircraft,rdfs:subClassOf,aida-item:VEH
aida-entity:01f0cc75-2ed2-4968-add0-715d91f1b7ec,aida-property:Physical.LocatedNear_EntityOrFiller,aida-entity:312b6440-a00e-4e4f-b0a0-99a7f0084fdf
aida-item:Government.Agreements.RejectNullifyAgreementContractCeasefire,rdf:type,owl:Class
aida-item:GeneralAffiliation.Sponsorship.HelpSupport,rdfs:subClassOf,aida-item:GeneralAffiliation.Sponsorship
aida-item:Personnel.StartPosition,rdfs:subClassOf,aida-item:Event
aida-entity:ed73b6b9-bd48-4560-a5ef-381937cca366,aida-property:Physical.LocatedNear_EntityOrFiller,aida-entity:e8d98762-d520-49ed-8de4-5b208d2e3fc9
aida-item:COM.Document.Map,rdf:type,owl:Class
aida-item:Contact.Discussion.Correspondence,rdf:type,owl:Class
aida-item:PER.Politician.Mayor,rdf:type,owl:Class
aida-property:Evaluate.Legitimacy.Legitimate_Event,rdf:type,owl:ObjectProperty
aida-item:Conflict.Attack.StealRobHijack,rdfs:subClassOf,aida-item:Conflict.Attack
aida-item:Contact.Prevarication.Meet,rdfs:subClassOf,aida-item:Contact.Prevarication
aida-property:OrganizationAffiliation.EmploymentMembership_EmployeeMember,rdf:type,owl:ObjectProperty
aida-item:ArtifactExistence.DamageDestroy.Damage,rdf:type,owl:Class
aida-property:Information.Make.Make_Brand,rdf:type,owl:ObjectProperty
aida-item:PartWhole.Subsidiary,rdfs:subClassOf,aida-item:Relation
aida-item:FAC.Way.Street,rdf:type,owl:Class
aida-item:Conflict.Attack.Hanging,rdf:type,owl:Class
aida-item:Movement.TransportArtifact.SendSupplyExport,rdf:type,owl:Class
aida-item:PER.MilitaryPersonnel.MilitaryOfficer,rdfs:subClassOf,aida-item:Entity
aida-item:WEA.MissileSystem.SurfaceToAirMissile,rdfs:subClassOf,aida-item:WEA.MissileSystem
aida-entity:de116796-d44b-4a1a-8491-4dcced8e8a9f,rdf:type,aida-item:GPE.UrbanArea.Village
aida-item:ORG.Government.Agency,rdfs:subClassOf,aida-item:ORG.Government
aida-item:Manufacture.Artifact,rdf:type,owl:Class
aida-entity:90846e8e-d544-4c5c-8405-eb0e62e73627,aida-property:Measurement.Size.Count_EntityOrFiller,aida-entity:a27c1037-3b21-4372-9c53-2a81065b3b16
aida-item:Government.Vote.CastVote,rdfs:subClassOf,aida-item:Government.Vote
aida-item:FAC.Structure.Plaza,rdfs:subClassOf,aida-item:FAC.Structure
aida-property-type:URL,rdf:type,aida-property-type:Value
aida-property:Evaluate.Sentiment.Positive_Holder,rdf:type,owl:ObjectProperty
aida-item:COM.Equipment.MilitaryEquipment,rdf:type,owl:Class
aida-item:PER.ProfessionalPosition.Minister,rdfs:subClassOf,aida-item:PER.ProfessionalPosition
aida-item:Movement.TransportPerson.DisperseSeparate,rdf:type,owl:Class
aida-item:Conflict.Yield,rdfs:subClassOf,aida-item:Event
aida-entity:5aa209ed-0b29-42c9-99f6-bb7f451b418e,rdf:type,aida-item:GPE.Country.Country
aida-item:Manufacture.Artifact,rdfs:subClassOf,aida-item:Event
aida-item:Justice.Investigate.InvestigateCrime,rdfs:subClassOf,aida-item:Justice.Investigate
aida-item:Movement.TransportArtifact.Fall,rdfs:subClassOf,aida-item:Movement.TransportArtifact
aida-property:OrganizationAffiliation.Leadership.Government_GovernmentBodyOrGPE,rdf:type,owl:ObjectProperty
aida-item:VAL,rdf:type,owl:Class
aida-item:VEH.Aircraft.CargoAircraft,rdfs:subClassOf,aida-item:VEH.Aircraft
aida-property:Measurement.Size.Percentage_Measurement,rdf:type,owl:ObjectProperty
aida-item:LAW,rdf:type,owl:Class
aida-item:Conflict.Attack.StealRobHijack,rdf:type,owl:Class
aida-item:Contact.MediaStatement.Broadcast,rdfs:subClassOf,aida-item:Contact.MediaStatement
aida-item:WEA.Bomb.Grenade,rdfs:subClassOf,aida-item:WEA.Bomb
aida-item:FAC.Building.School,rdfs:subClassOf,aida-item:FAC.Building
aida-item:LOC.Position.CrimeScene,rdfs:subClassOf,aida-item:LOC.Position
aida-property:PersonalSocial.Role.ProfessionalRole_Person,rdf:type,owl:ObjectProperty
aida-item:Contact.PublicStatementInPerson,rdf:type,owl:Class
aida-item:FAC.Structure.Barricade,rdf:type,owl:Class
aida-item:WEA.MissileSystem.Missile,rdfs:subClassOf,aida-item:WEA.MissileSystem
aida-item:PER.ProfessionalPosition,rdf:type,owl:Class
aida-item:VEH.WheeledVehicle.Car,rdf:type,owl:Class
aida-item:Movement.TransportArtifact.SmuggleExtract,rdf:type,owl:Class
aida-property:Evaluate.Sentiment.Positive_SentimentTarget,rdf:type,owl:ObjectProperty
aida-item:FAC.Building.StoreShop,rdf:type,owl:Class
aida-item:CRM.ViolentCrime.Terrorism,rdfs:subClassOf,aida-item:CRM.ViolentCrime
aida-item:PersonalSocial.Role,rdfs:subClassOf,aida-item:Relation
aida-item:ORG.Government.FireDepartment,rdf:type,owl:Class
aida-item:Conflict.Attack.Bombing,rdfs:subClassOf,aida-item:Conflict.Attack
aida-item:Movement.TransportPerson.BringCarryUnload,rdf:type,owl:Class
aida-item:VEH.WheeledVehicle.Car,rdfs:subClassOf,aida-item:VEH.WheeledVehicle
aida-item:WEA.Bullets.Ammunition,rdf:type,owl:Class
aida-entity:9789ff8a-7d0a-45cc-9b2a-9a7465182d09,aida-property:OrganizationAffiliation.EmploymentMembership.Employment_PlaceOfEmployment,aida-entity:d93aa0ec-a038-47c6-9983-334903ee39a8
aida-item:FAC.Building.OfficeBuilding,rdf:type,owl:Class
aida-item:FAC.Structure.Bridge,rdf:type,owl:Class
aida-item:Contact.Negotiate.Meet,rdfs:subClassOf,aida-item:Contact.Negotiate
aida-item:Movement.TransportArtifact.SmuggleExtract,rdfs:subClassOf,aida-item:Movement.TransportArtifact
aida-item:Contact.ThreatenCoerce.Broadcast,rdfs:subClassOf,aida-item:Contact.ThreatenCoerce
aida-item:Conflict.Demonstrate,rdfs:subClassOf,aida-item:Event
aida-property:Measurement.Size.Percentage_EntityOrFiller,rdf:type,owl:ObjectProperty
aida-item:COM.Equipment.Satellite,rdf:type,owl:Class
aida-item:Measurement.Size.Percentage,rdfs:subClassOf,aida-item:Measurement.Size
aida-item:OrganizationAffiliation.EmploymentMembership.Membership,rdfs:subClassOf,aida-item:OrganizationAffiliation.EmploymentMembership
aida-item:Transaction.TransferMoney.GiftGrantProvideAid,rdf:type,owl:Class
aida-property:PersonalSocial.Unspecified_Person,rdf:type,owl:ObjectProperty
aida-item:Movement.TransportArtifact.NonviolentThrowLaunch,rdfs:subClassOf,aida-item:Movement.TransportArtifact
aida-property:GeneralAffiliation.Sponsorship.HelpSupport_Sponsor,rdf:type,owl:ObjectProperty
aida-item:Contact.Negotiate.Correspondence,rdfs:subClassOf,aida-item:Contact.Negotiate
aida-entity:ed73b6b9-bd48-4560-a5ef-381937cca366,rdf:type,aida-item:PER
aida-item:PER.Combatant,rdf:type,owl:Class
aida-entity:01f0cc75-2ed2-4968-add0-715d91f1b7ec,aida-property:Physical.LocatedNear_EntityOrFiller,aida-entity:de116796-d44b-4a1a-8491-4dcced8e8a9f
aida-item:FAC.Way.Highway,rdf:type,owl:Class
aida-property:Measurement.Size_Measurement,rdf:type,owl:ObjectProperty
aida-item:PER.Combatant.Sniper,rdf:type,owl:Class
aida-item:FAC.Installation,rdfs:subClassOf,aida-item:FAC
aida-item:SID,rdf:type,owl:Class
aida-item:Transaction.TransferMoney.EmbargoSanction,rdf:type,owl:Class
aida-item:ORG.MilitaryOrganization.NonGovernmentMilitia,rdf:type,owl:Class
aida-property:Measurement.Size.HeightLengthWidth_EntityOrFiller,rdf:type,owl:ObjectProperty
aida-item:Movement.TransportPerson.DisperseSeparate,rdfs:subClassOf,aida-item:Movement.TransportPerson
aida-property:OrganizationAffiliation.Leadership_Organization,rdf:type,owl:ObjectProperty
aida-item:GPE.UrbanArea.City,rdf:type,owl:Class
aida-item:GPE,rdf:type,owl:Class
aida-item:RES.TurnoutVoters.TurnoutVoters,rdf:type,owl:Class
aida-item:Conflict.Attack.AirstrikeMissileStrike,rdf:type,owl:Class
aida-item:PER,rdfs:subClassOf,aida-item:Entity
aida-item:PER.ProfessionalPosition.Paramedic,rdfs:subClassOf,aida-item:PER.ProfessionalPosition
aida-item:Contact.CommitmentPromiseExpressIntent,rdfs:subClassOf,aida-item:Event
aida-item:Transaction.TransferOwnership,rdfs:subClassOf,aida-item:Event
aida-property:Evaluate.Legitimacy.Legitimate_Holder,rdf:type,owl:ObjectProperty
aida-item:Contact.Prevarication.Meet,rdf:type,owl:Class
aida-item:ORG.CommercialOrganization.Manufacturer,rdfs:subClassOf,aida-item:ORG.CommercialOrganization
aida-item:ORG.MilitaryOrganization,rdfs:subClassOf,aida-item:Entity
aida-item:Justice.Investigate,rdf:type,owl:Class
aida-item:Conflict.Attack.Strangling,rdf:type,owl:Class
aida-item:PER.ProfessionalPosition,rdfs:subClassOf,aida-item:PER
aida-item:Contact.Negotiate.Meet,rdf:type,owl:Class
aida-item:ORG,rdfs:subClassOf,aida-item:Entity
aida-item:Transaction.TransferOwnership.EmbargoSanction,rdf:type,owl:Class
aida-property:GeneralAffiliation.Sponsorship.Affiliated_ActorOrEvent,rdf:type,owl:ObjectProperty
aida-property:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.NationalityCitizen_Artifact,rdf:type,owl:ObjectProperty
aida-item:Movement.TransportPerson.PreventExit,rdf:type,owl:Class
aida-item:COM,rdfs:subClassOf,aida-item:Entity
aida-item:Government.Vote.CastVote,rdf:type,owl:Class
aida-item:OrganizationAffiliation.EmploymentMembership.Membership,rdf:type,owl:Class
aida-item:Movement.TransportArtifact,rdfs:subClassOf,aida-item:Event
aida-item:PER.ProfessionalPosition.Ambassador,rdf:type,owl:Class
aida-property:Evaluate.Deliberateness.Accidental_Holder,rdf:type,owl:ObjectProperty
aida-event:c8d650fb-506c-4854-a28e-e058c3f2d168,aida-property:Contact.CommitmentPromiseExpressIntent.Meet_Communicator,aida-entity:cab521fd-369e-40e9-ba8d-a97cc7c723b9
aida-item:OrganizationAffiliation.Leadership.MilitaryPolice,rdf:type,owl:Class
aida-property:Information.Color.Color_Color,rdf:type,owl:ObjectProperty
aida-item:Measurement.Size.Weight,rdf:type,owl:Class
aida-item:OrganizationAffiliation.Leadership.HeadOfState,rdfs:subClassOf,aida-item:OrganizationAffiliation.Leadership
aida-item:PER.ProfessionalPosition.Minister,rdf:type,owl:Class
aida-item:Movement.TransportPerson.SelfMotion,rdfs:subClassOf,aida-item:Movement.TransportPerson
aida-item:PersonalSocial.Role.TitleFormOfAddress,rdfs:subClassOf,aida-item:PersonalSocial.Role
aida-item:GPE.UrbanArea,rdfs:subClassOf,aida-item:GPE
aida-entity:cb192f2f-07ca-49fe-80b4-56fa54420f48,aida-property:Measurement.Size.Count_Measurement,aida-entity:90846e8e-d544-4c5c-8405-eb0e62e73627
aida-item:Contact.CommandOrder.Correspondence,rdf:type,owl:Class
aida-item:WEA.Bomb.MolotovCocktail,rdf:type,owl:Class
aida-item:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.ControlTerritory,rdfs:subClassOf,aida-item:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation
aida-item:VEH.MilitaryVehicle,rdfs:subClassOf,aida-item:VEH
aida-item:CRM.FinancialCrime.Forgery,rdf:type,owl:Class
aida-entity:f6959485-0657-46a7-8712-5e32a27d0619,aida-property:Physical.LocatedNear_EntityOrFiller,aida-entity:de116796-d44b-4a1a-8491-4dcced8e8a9f
aida-item:FAC.Structure.Tower,rdfs:subClassOf,aida-item:FAC.Structure
aida-item:RES.NumberPercentageVotes.NumberPercentageVotes,rdfs:subClassOf,aida-item:RES
aida-item:Conflict.Attack.BiologicalChemicalPoisonAttack,rdf:type,owl:Class
aida-item:PER.Politician.Governor,rdfs:subClassOf,aida-item:PER.Politician
aida-item:PersonalSocial.Unspecified.Political,rdf:type,owl:Class
aida-entity:f6959485-0657-46a7-8712-5e32a27d0619,aida-property:Information.Make.Make_EntityOrFiller,aida-entity:9789ff8a-7d0a-45cc-9b2a-9a7465182d09
aida-property:hasName,rdf:type,owl:DatatypeProperty
aida-entity:0e0214a7-2f64-4dae-b1ba-eff4b6663ef4,rdf:type,aida-item:VAL.Number.Number
aida-item:Justice.Investigate.InvestigateCrime,rdf:type,owl:Class
aida-item:Measurement.Size.Percentage,rdf:type,owl:Class
aida-item:WEA.ThrownProjectile.Rock,rdfs:subClassOf,aida-item:WEA.ThrownProjectile
aida-item:Movement.TransportPerson.EvacuationRescue,rdf:type,owl:Class
aida-item:WEA.GrenadeLauncher.GrenadeLauncher,rdf:type,owl:Class
aida-entity:f4cfc546-ff27-4df0-b19b-71dbdbc93a29,aida-property:Physical.LocatedNear_EntityOrFiller,aida-entity:d48106d9-91c7-4d10-a4dc-7d82d735a925
aida-entity:b993cba5-67e3-4e8e-b843-0f8103af98a0,aida-property:Physical.LocatedNear_EntityOrFiller,aida-entity:d48106d9-91c7-4d10-a4dc-7d82d735a925
aida-item:FAC.Building.GovernmentBuilding,rdf:type,owl:Class
aida-item:ORG.Association,rdf:type,owl:Class
aida-item:Conflict.Demonstrate.MarchProtestPoliticalGathering,rdfs:subClassOf,aida-item:Conflict.Demonstrate
aida-entity:110be185-7b8c-4a12-a0d7-fcfe7687a7f0,aida-property:OrganizationAffiliation.EmploymentMembership.Employment_Employee,aida-entity:fae5a094-6aea-44e3-bfba-2f50fe87cb5b
aida-item:Conflict.Yield.Retreat,rdf:type,owl:Class
aida-property:PersonalSocial.Role.TitleFormOfAddress_Title,rdf:type,owl:ObjectProperty
aida-item:FAC.Building.VotingFacility,rdfs:subClassOf,aida-item:FAC.Building
aida-entity:110be185-7b8c-4a12-a0d7-fcfe7687a7f0,rdf:type,aida-item:TTL
aida-item:WEA.MissileSystem.MissileLauncher,rdfs:subClassOf,aida-item:WEA.MissileSystem
aida-item:ORG.PoliticalOrganization,rdfs:subClassOf,aida-item:ORG
aida-event:c8d650fb-506c-4854-a28e-e058c3f2d168,aida-property:Contact.CommitmentPromiseExpressIntent.Meet_Place,aida-entity:1adf20cf-9ade-467e-82a3-f4583a7b5c19
aida-item:BAL,rdf:type,owl:Class
aida-property:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner,rdf:type,owl:ObjectProperty
aida-item:CRM.PoliticalCrime.AbuseOfOffice,rdf:type,owl:Class
aida-item:GeneralAffiliation.Sponsorship,rdfs:subClassOf,aida-item:Relation
aida-item:Personnel.Elect.WinElection,rdfs:subClassOf,aida-item:Personnel.Elect
aida-item:Government.Agreements.AcceptAgreementContractCeasefire,rdf:type,owl:Class
aida-item:Physical.LocatedNear,rdf:type,owl:Class
aida-item:Government.Vote,rdf:type,owl:Class
aida-item:Contact.CommitmentPromiseExpressIntent.Meet,rdf:type,owl:Class
aida-item:ORG.International.Commission,rdf:type,owl:Class
aida-item:Contact.ThreatenCoerce.Meet,rdf:type,owl:Class
aida-item:FAC.GeographicalArea.Checkpoint,rdf:type,owl:Class
aida-item:WEA.MissileSystem.AntiAircraftMissle,rdfs:subClassOf,aida-item:WEA.MissileSystem
aida-item:Contact.Prevarication,rdfs:subClassOf,aida-item:Event
aida-item:TTL,rdf:type,owl:Class
aida-item:Contact.RequestAdvise.Broadcast,rdfs:subClassOf,aida-item:Contact.RequestAdvise
aida-item:WEA.Bomb.MolotovCocktail,rdfs:subClassOf,aida-item:WEA.Bomb
aida-item:GeneralAffiliation.MemberOriginReligionEthnicity.Ethnicity,rdf:type,owl:Class
