node,property,value
aida-item:Movement.TransportArtifact.PreventExit,aida-property:hasName,"en:""aida-item:Movement.TransportArtifact.PreventExit"""
aida-item:GPE.UrbanArea,aida-property:hasName,"en:""aida-item:GPE.UrbanArea"""
aida-item:WEA.Bullets.RubberBullets,aida-property:hasName,"en:""aida-item:WEA.Bullets.RubberBullets"""
aida-item:ORG.Government.FireDepartment,aida-property:hasName,"en:""aida-item:ORG.Government.FireDepartment"""
aida-item:Contact.MediaStatement,aida-property:hasName,"en:""aida-item:Contact.MediaStatement"""
aida-item:SID.Political.Opposition,aida-property:hasName,"en:""aida-item:SID.Political.Opposition"""
aida-item:WEA.MissileSystem.AirToAirMissile,aida-property:hasName,"en:""aida-item:WEA.MissileSystem.AirToAirMissile"""
aida-property:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Artifact,aida-property:hasName,"en:""aida-property:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Artifact"""
aida-property:PersonalSocial.Unspecified.Political_Person,aida-property:hasName,"en:""aida-property:PersonalSocial.Unspecified.Political_Person"""
aida-item:SID.Sports.Sports,aida-property:hasName,"en:""aida-item:SID.Sports.Sports"""
aida-item:Manufacture.Artifact.CreateIntellectualProperty,aida-property:hasName,"en:""aida-item:Manufacture.Artifact.CreateIntellectualProperty"""
aida-item:WEA.Bomb.MolotovCocktail,aida-property:hasName,"en:""aida-item:WEA.Bomb.MolotovCocktail"""
aida-item:ORG.CommercialOrganization.NewsAgency,aida-property:hasName,"en:""aida-item:ORG.CommercialOrganization.NewsAgency"""
aida-entity:d93aa0ec-a038-47c6-9983-334903ee39a8,aida-property:linkTarget,LDC2019E43:30000226
aida-entity:de116796-d44b-4a1a-8491-4dcced8e8a9f,aida-property:hasName,"en:""Hrabove"""
aida-item:VEH.WheeledVehicle.Bus,aida-property:hasName,"en:""aida-item:VEH.WheeledVehicle.Bus"""
aida-item:Contact.Negotiate.Meet,aida-property:hasName,"en:""aida-item:Contact.Negotiate.Meet"""
aida-item:ORG.MilitaryOrganization,aida-property:hasName,"en:""aida-item:ORG.MilitaryOrganization"""
aida-entity:d48106d9-91c7-4d10-a4dc-7d82d735a925,aida-property:linkTarget,LDC2019E43:703446
aida-item:Personnel.Elect,aida-property:hasName,"en:""aida-item:Personnel.Elect"""
aida-item:ORG.International.Commission,aida-property:hasName,"en:""aida-item:ORG.International.Commission"""
aida-property:Information.Color.Color_EntityOrFiller,aida-property:hasName,"en:""aida-property:Information.Color.Color_EntityOrFiller"""
aida-item:Movement.TransportArtifact.SendSupplyExport,aida-property:hasName,"en:""aida-item:Movement.TransportArtifact.SendSupplyExport"""
aida-item:GeneralAffiliation.Sponsorship.AdvisePlanOrganize,aida-property:hasName,"en:""aida-item:GeneralAffiliation.Sponsorship.AdvisePlanOrganize"""
aida-item:FAC.Structure.Tower,aida-property:hasName,"en:""aida-item:FAC.Structure.Tower"""
aida-item:WEA.MissileSystem.MissileLauncher,aida-property:hasName,"en:""aida-item:WEA.MissileSystem.MissileLauncher"""
aida-item:FAC.Structure.Bridge,aida-property:hasName,"en:""aida-item:FAC.Structure.Bridge"""
aida-item:Government.Vote,aida-property:hasName,"en:""aida-item:Government.Vote"""
aida-item:Inspection.SensoryObserve.PhysicalInvestigateInspect,aida-property:hasName,"en:""aida-item:Inspection.SensoryObserve.PhysicalInvestigateInspect"""
aida-item:WEA.MissileSystem.SurfaceToAirMissile,aida-property:hasName,"en:""aida-item:WEA.MissileSystem.SurfaceToAirMissile"""
aida-item:ORG.CommercialOrganization.Manufacturer,aida-property:hasName,"en:""aida-item:ORG.CommercialOrganization.Manufacturer"""
aida-item:Justice.JudicialConsequences.Convict,aida-property:hasName,"en:""aida-item:Justice.JudicialConsequences.Convict"""
aida-item:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.ControlTerritory,aida-property:hasName,"en:""aida-item:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.ControlTerritory"""
aida-item:Contact.CommitmentPromiseExpressIntent.Broadcast,aida-property:hasName,"en:""aida-item:Contact.CommitmentPromiseExpressIntent.Broadcast"""
aida-entity:9789ff8a-7d0a-45cc-9b2a-9a7465182d09,aida-property:hasName,"en:""Malaysian Airlines"""
aida-entity:6bcbc73a-2907-4c6c-8fc2-ad149846d6ac,aida-property:hasName,"en:""Ilovaysk"""
aida-item:Transaction.Transaction.GiftGrantProvideAid,aida-property:hasName,"en:""aida-item:Transaction.Transaction.GiftGrantProvideAid"""
aida-property:GeneralAffiliation.Sponsorship.HelpSupport_Sponsor,aida-property:hasName,"en:""aida-property:GeneralAffiliation.Sponsorship.HelpSupport_Sponsor"""
aida-item:Contact.Negotiate.Correspondence,aida-property:hasName,"en:""aida-item:Contact.Negotiate.Correspondence"""
aida-entity:e8d98762-d520-49ed-8de4-5b208d2e3fc9,aida-property:linkTarget,LDC2019E43:690791
aida-item:GeneralAffiliation.Sponsorship,aida-property:hasName,"en:""aida-item:GeneralAffiliation.Sponsorship"""
aida-entity:b993cba5-67e3-4e8e-b843-0f8103af98a0,aida-property:hasName,"en:""Stepan Poltorak"""
aida-item:PER.Politician,aida-property:hasName,"en:""aida-item:PER.Politician"""
aida-item:FAC.GeographicalArea.Checkpoint,aida-property:hasName,"en:""aida-item:FAC.GeographicalArea.Checkpoint"""
aida-property:Physical.LocatedNear.Surround_Place,aida-property:hasName,"en:""aida-property:Physical.LocatedNear.Surround_Place"""
aida-property:Measurement.Size.Count_EntityOrFiller,aida-property:hasName,"en:""aida-property:Measurement.Size.Count_EntityOrFiller"""
aida-item:Conflict.Attack.Invade,aida-property:hasName,"en:""aida-item:Conflict.Attack.Invade"""
aida-item:Personnel.EndPosition,aida-property:hasName,"en:""aida-item:Personnel.EndPosition"""
aida-item:Inspection.SensoryObserve.InspectPeopleOrganization,aida-property:hasName,"en:""aida-item:Inspection.SensoryObserve.InspectPeopleOrganization"""
aida-property:Measurement.Size_Measurement,aida-property:hasName,"en:""aida-property:Measurement.Size_Measurement"""
aida-item:FAC.Structure,aida-property:hasName,"en:""aida-item:FAC.Structure"""
aida-item:PER.Politician.Governor,aida-property:hasName,"en:""aida-item:PER.Politician.Governor"""
