node1	label	node2	datasource	weight
at:finds_the_most_eggs	at:xAttr	vg:swift+rg:swift+/c/en/swift+at:swift	atomic	1.0
at:finished+/c/en/finished+vg:finished+rg:finished	vg:InImage	vg:I2332948	VG	1.0
at:finishes_course	at:xEffect	at:gains_new_knowledge	atomic	1.0
at:fixed+/c/en/fixed+rg:fixed+vg:fixed	/r/RelatedTo	/c/en/abutment/n	CN	1.0
at:fixed+/c/en/fixed+rg:fixed+vg:fixed	/r/RelatedTo	/c/en/triple_lock/n	CN	1.0
at:fixed+/c/en/fixed+rg:fixed+vg:fixed	/r/RelatedTo	fn:lu:recovery:heal+at:heal+rg:heal+fn:lu:cure:heal+vg:heal+/c/en/heal	CN	0.102
at:fixes_immediately	at:xEffect	/c/en/get_relaxed+at:get_relaxed	atomic	1.0
at:fixes_the_car	at:xIntent	at:to_use_their_car	atomic	1.0
at:fixes_the_tire	at:xAttr	at:handy+/c/en/handy+vg:handy+rg:handy	atomic	1.0
at:flammable+rg:flammable+vg:flammable+/c/en/flammable	/r/Antonym	/c/en/nonflammable/a	CN	1.0
at:follows_home	at:xWant	at:see_house	atomic	1.0
at:follows_the_sound	at:xAttr	at:intrigued+vg:intrigued+rg:intrigued+/c/en/intrigued	atomic	1.0
at:foot+vg:foot+rg:foot+/c/en/foot	/r/RelatedTo	rg:skeleton+/c/en/skeleton+vg:skeleton	VG	1.0
at:foot+vg:foot+rg:foot+/c/en/foot	/r/RelatedTo	vg:slanted_	VG	1.0
at:foot+vg:foot+rg:foot+/c/en/foot	vg:InImage	vg:I2334558	VG	1.0
at:foot+vg:foot+rg:foot+/c/en/foot	vg:InImage	vg:I2367030	VG	1.0
at:forgets_at_home	at:xWant	/c/en/go_back+at:go_back	atomic	1.0
at:forgets_keys	at:xWant	at:to_call_to_see_if_there_is_a_spare_key	atomic	1.0
at:formidable+vg:formidable+/c/en/formidable+rg:formidable	/r/Synonym	/c/en/intimidating+at:intimidating+rg:intimidating+vg:intimidating	ROGET	1.0
at:formidable+vg:formidable+/c/en/formidable+rg:formidable	/r/Synonym	at:brilliant+vg:brilliant+rg:brilliant+/c/en/brilliant	ROGET	1.0
at:fortuitous+rg:fortuitous+/c/en/fortuitous	/r/Synonym	/c/en/casual+vg:casual+at:casual+rg:casual	ROGET	1.0
at:fortune+/c/en/fortune+rg:fortune	/r/AtLocation	/c/en/bank+vg:bank+at:bank+rg:bank+fn:lu:reliance_on_expectation:bank	CN	2.8280000000000003
at:fortune+/c/en/fortune+rg:fortune	/r/RelatedTo	/c/en/in_cookie	CN	0.215
at:friendly+rg:friendly+/c/en/friendly+vg:friendly	/r/RelatedTo	/c/en/estrange/v	CN	1.0
at:fruitful+/c/en/fruitful+rg:fruitful	/r/Antonym	/c/en/impotent+at:impotent+rg:impotent	ROGET	1.0
at:fulfills_duties	at:xNeed	at:to_stay_on_top_of_things	atomic	1.0
at:fulfils_needs	at:xAttr	rg:generous+at:generous+/c/en/generous	atomic	1.0
at:fulfils_needs	at:xNeed	at:to_learn_a_trade	atomic	1.0
at:full+/c/en/full+rg:full+vg:full	vg:InImage	vg:I4797	VG	1.0
at:gains_new_clients	at:xWant	at:help_clients	atomic	1.0
at:gay+rg:gay+vg:gay+/c/en/gay	/r/RelatedTo	/c/en/closet/a	CN	1.0
at:gets_a_call_for_an_interview	at:xEffect	at:thinks_of_people_who_could_help_him	atomic	1.0
at:gets_angry_at	at:xEffect	vg:hits+at:hits+/c/en/hits	atomic	1.0
at:gets_back	at:xWant	at:to_get_the_ransom_money	atomic	1.0
at:gets_car_back	at:xWant	at:to_drive_away	atomic	1.0
at:gets_creative	at:xEffect	at:makes_something	atomic	1.0
at:gets_fill	at:xEffect	at:loses_energy	atomic	1.0
at:gets_foot_in_the_door	at:xEffect	at:puts_a_bandage_on	atomic	1.0
at:gets_for_my_birthday	at:xIntent	at:to_show_affection	atomic	1.0
at:gets_in_better_shape	at:xEffect	at:loses_weight	atomic	1.0
at:gets_keys	at:oWant	at:look_for_the_keys	atomic	1.0
at:gets_moneys_worth	at:xNeed	at:take_the_best_deal	atomic	1.0
at:gets_new_phone	at:xWant	at:to_make_a_call	atomic	1.0
at:gets_on_face	at:oWant	/c/en/punch+at:punch+rg:punch+vg:punch	atomic	1.0
at:gets_organized	at:xAttr	/c/en/diligent+rg:diligent+at:diligent	atomic	1.0
at:gets_ready_for_bed	at:xNeed	at:to_finish_up_tasks	atomic	1.0
at:gets_revenge	at:xAttr	/c/en/fulfilled+rg:fulfilled+at:fulfilled	atomic	1.0
at:gets_shirt_out	at:xAttr	rg:mundane+at:mundane+/c/en/mundane	atomic	1.0
at:gets_something_for_nothing	at:xNeed	at:to_take_something	atomic	1.0
at:gets_started	at:xNeed	at:to_explain_everything_to	atomic	1.0
at:gets_that_day	at:xWant	at:try_it_out	atomic	1.0
at:gets_the_stain_out	at:xWant	at:to_dry_it_out	atomic	1.0
at:gets_things_done	at:xAttr	vg:productive+/c/en/productive+at:productive+rg:productive	atomic	1.0
at:gets_very_tired	at:xNeed	vg:working_hard+at:working_hard+/c/en/working_hard	atomic	1.0
at:gets_wish	at:xEffect	at:jumps_with_joy	atomic	1.0
at:gets_with_the_program	at:xReact	/c/en/informed+at:informed+rg:informed	atomic	1.0
at:gets_wrong	at:xAttr	at:unintelligent+/c/en/unintelligent+rg:unintelligent	atomic	1.0
at:gift+rg:gift+vg:gift+/c/en/gift	vg:InImage	vg:I2385715	VG	1.0
at:girl+rg:girl+vg:girl+/c/en/girl	/r/RelatedTo	/c/en/blond_hair+vg:blond_hair	VG	1.0
at:girl+rg:girl+vg:girl+/c/en/girl	/r/RelatedTo	/c/en/swim_suit+vg:swim_suit+at:swim_suit	VG	1.0
at:girl+rg:girl+vg:girl+/c/en/girl	/r/RelatedTo	rg:sofa+/c/en/sofa+vg:sofa+at:sofa	VG	1.0
at:girl+rg:girl+vg:girl+/c/en/girl	/r/RelatedTo	vg:sitting-down	VG	1.0
at:girl+rg:girl+vg:girl+/c/en/girl	/r/RelatedTo	vg:sweat_suit	VG	1.0
at:girl+rg:girl+vg:girl+/c/en/girl	vg:InImage	vg:I2322551	VG	1.0
at:girl+rg:girl+vg:girl+/c/en/girl	vg:InImage	vg:I2364570	VG	1.0
at:girl+rg:girl+vg:girl+/c/en/girl	vg:InImage	vg:I2375376	VG	1.0
at:girl+rg:girl+vg:girl+/c/en/girl	vg:InImage	vg:I2399586	VG	1.0
at:girl+rg:girl+vg:girl+/c/en/girl	vg:InImage	vg:I2415741	VG	1.0
at:gives_a_great_performance	at:xNeed	at:to_rehearse	atomic	1.0
at:gives_a_job	at:oEffect	at:gets_paid	atomic	1.0
at:gives_a_lollipop	at:xWant	at:to_put_a_bandage_on_the_injection_site	atomic	1.0
at:gives_a_number	at:oEffect	at:gets_cold_feet	atomic	1.0
at:gives_a_number	at:xNeed	at:to_want_to_keep_in_touch	atomic	1.0
at:gives_a_sense	at:xNeed	at:be_thorough_in_explaining	atomic	1.0
at:gives_a_ticket	at:oEffect	at:uses_the_ticket	atomic	1.0
at:gives_information	at:xEffect	at:gives_them_information	atomic	1.0
at:gives_instructions	at:xNeed	at:to_know_the_instructions	atomic	1.0
at:gives_name	at:oWant	at:to_thank_for_reserving_a_hotel_room_on_his_behalf	atomic	1.0
at:gives_nothing	at:xWant	at:to_keep_the_items	atomic	1.0
at:gives_opinion	at:xAttr	at:informative+/c/en/informative+vg:informative+rg:informative	atomic	1.0
at:gives_opinion	at:xEffect	at:gets_feedback	atomic	1.0
at:gives_pain	at:xWant	at:to_get_a_new_relationship	atomic	1.0
at:gives_the_benefit_of_the_doubt	at:xAttr	at:trusting+rg:trusting+/c/en/trusting	atomic	1.0
at:gives_the_command	at:oWant	at:to_complain	atomic	1.0
at:gives_the_old_heave-ho	at:xWant	at:to_ignore	atomic	1.0
at:gives_the_woman	at:xAttr	/c/en/helpful+at:helpful+vg:helpful+rg:helpful	atomic	1.0
at:gives_tim	at:xAttr	/c/en/altruistic+at:altruistic+rg:altruistic	atomic	1.0
at:gives_tom	at:oWant	at:to_accept_offering	atomic	1.0
at:giving+vg:giving+/c/en/giving+rg:giving	vg:InImage	vg:I2329013	VG	1.0
at:glad+rg:glad+/c/en/glad	/r/Synonym	vg:radiant+rg:radiant+at:radiant+/c/en/radiant	ROGET	1.0
at:glove+vg:glove+/c/en/glove+rg:glove	/r/RelatedTo	vg:accents	VG	1.0
at:glove+vg:glove+/c/en/glove+rg:glove	vg:InImage	vg:I2348981	VG	1.0
at:glove+vg:glove+/c/en/glove+rg:glove	vg:InImage	vg:I2349569	VG	1.0
at:glove+vg:glove+/c/en/glove+rg:glove	vg:InImage	vg:I2397640	VG	1.0
at:glove+vg:glove+/c/en/glove+rg:glove	vg:InImage	vg:I2404346	VG	1.0
at:glove+vg:glove+/c/en/glove+rg:glove	vg:InImage	vg:I2407657	VG	1.0
at:go_on_vacation+/c/en/go_on_vacation	/r/HasSubevent	/c/en/packing_too_much	CN	1.0
at:goes_a-begging	at:oWant	at:to_be_left_alone	atomic	1.0
at:goes_bowling_with_friends	at:xEffect	at:eats_some_snacks	atomic	1.0
at:goes_fishing_with_father	at:xIntent	at:to_accompany_the_father_because_is_out_of_town	atomic	1.0
at:goes_for_the_first_time	at:xAttr	rg:overwhelmed+/c/en/overwhelmed+at:overwhelmed	atomic	1.0
at:goes_for_the_first_time	at:xWant	at:to_take_pictures_and_post_on_social_media	atomic	1.0
at:goes_rock_climbing	at:xIntent	at:to_experience_a_thrill	atomic	1.0
at:goes_round_in_circles	at:xAttr	/c/en/difficult+at:difficult+rg:difficult	atomic	1.0
at:goes_swimming_with_friends	at:xAttr	rg:playful+vg:playful+at:playful+/c/en/playful	atomic	1.0
at:goes_to_a_baseball_game	at:xAttr	at:fun-loving	atomic	1.0
at:goes_to_the_doctor_for_a_checkup	at:xAttr	vg:smart+/c/en/smart+at:smart+rg:smart	atomic	1.0
at:goes_to_the_store_to_get_more	at:oReact	at:grateful_and_happy	atomic	1.0
at:grabs_a_glass	at:xReact	at:like_getting_a_drink	atomic	1.0
at:grand+vg:grand+/c/en/grand+rg:grand	/r/RelatedTo	/c/en/magnificent/a	CN	1.0
at:grant+rg:grant+vg:grant+/c/en/grant	/r/Synonym	/c/en/dole+vg:dole+rg:dole	ROGET	1.0
at:grave+vg:grave+/c/en/grave+rg:grave	/r/Synonym	at:significant+/c/en/significant+rg:significant+vg:significant	ROGET	1.0
at:grease+/c/en/grease+vg:grease+rg:grease	/r/RelatedTo	/c/en/grime/n	CN	1.0
at:guides_actions	at:xReact	/c/en/helpful+at:helpful+vg:helpful+rg:helpful	atomic	1.0
at:habit+/c/en/habit+rg:habit+vg:habit	/r/RelatedTo	/c/en/assuetude/n	CN	1.0
at:harmony+rg:harmony+/c/en/harmony	/r/RelatedTo	/c/en/tunableness/n	CN	1.0
at:has_a_cat_named	at:xReact	at:friendly+rg:friendly+/c/en/friendly+vg:friendly	atomic	1.0
at:has_a_good_laugh	at:xNeed	at:hears_a_good_joke	atomic	1.0
at:has_a_good_night	at:xEffect	at:has_energy	atomic	1.0
at:has_a_great_time_at_the_movies	at:xReact	vg:satisfied+rg:satisfied+/c/en/satisfied+at:satisfied	atomic	1.0
at:has_a_huge_fight	at:xNeed	at:runs_over_to_them	atomic	1.0
at:has_a_litter_of_puppies	at:xAttr	vg:loving+rg:loving+at:loving+/c/en/loving	atomic	1.0
at:has_a_wonderful_time	at:xNeed	at:to_have_gone_out_with_their_friends	atomic	1.0
at:has_ears_lowered	at:xWant	rg:relax+vg:relax+at:relax+/c/en/relax	atomic	1.0
at:has_eyes_in_the_back_of_head	at:xWant	at:to_be_a_great_mom	atomic	1.0
at:has_lost_phone	at:xWant	at:to_find_it	atomic	1.0
at:has_lost_ten_pounds	at:xReact	/c/en/proud+vg:proud+at:proud+rg:proud	atomic	1.0
at:has_trouble_falling_asleep	at:xWant	/c/en/listen_to_white_noise+at:listen_to_white_noise	atomic	1.0
at:have_sex+/c/en/have_sex	/r/RelatedTo	/c/en/shtup/v	CN	1.0
at:heads_back_to_shore	at:xIntent	at:to_rest	atomic	1.0
at:heads_back_to_shore	at:xNeed	at:to_start_up_their_car	atomic	1.0
at:heads_toward	at:oEffect	vg:notices+/c/en/notices+at:notices	atomic	1.0
at:hears_a_phone_ring	at:xWant	at:to_find_the_phone	atomic	1.0
at:heat+rg:heat+/c/en/heat+vg:heat	/r/Synonym	rg:swelter+/c/en/swelter	ROGET	1.0
at:heated+/c/en/heated+vg:heated+rg:heated	/r/Antonym	/c/en/wintry+rg:wintry+vg:wintry	ROGET	1.0
at:helps_brother	at:xNeed	at:to_call_s_brother	atomic	1.0
at:helps_find_it	at:xAttr	at:of_assistance	atomic	1.0
at:helps_learn	at:xWant	at:to_teach_them_more	atomic	1.0
at:helps_with_dyslexia	at:xAttr	/c/en/thoughtful+rg:thoughtful+vg:thoughtful+at:thoughtful	atomic	1.0
at:hides_eggs	at:oWant	at:to_search_for_the_eggs	atomic	1.0
at:hits_a_tree	at:xEffect	/c/en/break_bones+at:break_bones	atomic	1.0
at:hold+/c/en/hold+vg:hold+rg:hold	vg:object	/c/en/surf_board+vg:surf_board	VG	1.0
at:holds+/c/en/holds+vg:holds	vg:InImage	vg:I2378296	VG	1.0
at:holds+/c/en/holds+vg:holds	vg:InImage	vg:I2397960	VG	1.0
at:holds+/c/en/holds+vg:holds	vg:InImage	vg:I2411210	VG	1.0
at:holds+/c/en/holds+vg:holds	vg:object	vg:receipts+rg:receipts+/c/en/receipts	VG	1.0
at:holds_gaze	at:xWant	/c/en/get_closer_to+at:get_closer_to	atomic	1.0
at:holds_hand_out	at:xEffect	at:controls_hand	atomic	1.0
at:holds_in_check	at:xEffect	at:more_money_than	atomic	1.0
at:holds_in_check	at:xNeed	at:to_take_a_deep_breath	atomic	1.0
at:holds_in_hand	at:xNeed	at:to_raise_his_hands_to_take_the_hat	atomic	1.0
at:hopes_would_help	at:xWant	at:to_be_thanked	atomic	1.0
at:hot+vg:hot+/c/en/hot+rg:hot	/r/Synonym	rg:sex-starved	ROGET	1.0
at:hums_and_haw	at:oReact	at:upset_at_what_was_told_to_them	atomic	1.0
at:hurts_arm	at:xAttr	/c/en/pained+at:pained+vg:pained+rg:pained	atomic	1.0
at:ideological+/c/en/ideological+rg:ideological	/r/RelatedTo	/c/en/pragmatism/n	CN	1.0
at:ill+rg:ill+/c/en/ill+vg:ill	/r/Synonym	/c/en/distressing+rg:distressing	ROGET	1.0
at:illiterate+/c/en/illiterate+rg:illiterate	/r/Synonym	/c/en/nescient+rg:nescient	ROGET	1.0
at:immediately_picked	at:xEffect	at:pulls_item	atomic	1.0
at:immediately_purchased	at:xAttr	at:responsible+rg:responsible+vg:responsible+/c/en/responsible	atomic	1.0
at:impacted+rg:impacted+/c/en/impacted	/r/Synonym	rg:cloggy+/c/en/cloggy	ROGET	1.0
at:impedes_progress	at:xAttr	at:rude+rg:rude+/c/en/rude+vg:rude	atomic	1.0
at:import+/c/en/import+rg:import	/r/Synonym	vg:substance+rg:substance+/c/en/substance	ROGET	1.0
at:improves_chances	at:xWant	at:to_appear_fo_test	atomic	1.0
at:improves_condition	at:xAttr	at:successful+/c/en/successful+vg:successful+rg:successful	atomic	1.0
at:includes_another	at:xAttr	/c/en/precise+at:precise+rg:precise+vg:precise	atomic	1.0
at:increases_speed	at:xIntent	at:to_run_away	atomic	1.0
at:individual+/c/en/individual+rg:individual+vg:individual	/r/RelatedTo	rg:each+vg:each+/c/en/each	CN	0.618
at:influences_every	at:xIntent	at:to_spread_his_knowledge	atomic	1.0
at:information+rg:information+/c/en/information+vg:information	/r/RelatedTo	/c/en/communication/n	CN	1.0
at:information+rg:information+/c/en/information+vg:information	/r/RelatedTo	/c/en/post_up/v	CN	1.0
at:intimate+vg:intimate+/c/en/intimate+rg:intimate	/r/RelatedTo	/c/en/intimateness/n	CN	1.0
at:invitation+rg:invitation+vg:invitation+/c/en/invitation	/r/RelatedTo	rg:accept+/c/en/accept+at:accept	CN	0.287
at:invites_all_of_friends	at:xEffect	at:gets_excited_from_inviting	atomic	1.0
at:invites_to_house	at:xIntent	at:to_hang_out_as_friends	atomic	1.0
at:irresistible+/c/en/irresistible+rg:irresistible	/r/Synonym	/c/en/enthralling+rg:enthralling	ROGET	1.0
at:irritate+/c/en/irritate+rg:irritate	/r/Synonym	/c/en/pester/v	CN	1.0
at:irritating+/c/en/irritating+rg:irritating	/r/RelatedTo	/c/en/provoking/a	CN	1.0
at:is_a_lot_of_fun	at:xAttr	vg:swell+/c/en/swell+at:swell+fn:lu:change_position_on_a_scale:swell+rg:swell+fn:lu:cause_expansion:swell+fn:lu:cause_change_of_position_on_a_scale:swell+fn:lu:expansion:swell	atomic	1.0
at:is_a_lot_of_work	at:xAttr	at:hardworking+/c/en/hardworking+rg:hardworking	atomic	1.0
at:is_a_star_athlete	at:xWant	at:to_try_out_for_professional_league	atomic	1.0
at:is_a_star_football_player	at:xWant	at:to_make_the_most_of_it	atomic	1.0
at:is_afraid_of_flying	at:xWant	at:to_not_think_about_flying	atomic	1.0
at:is_an_hour_late_for_work	at:xNeed	vg:stuck_in_traffic+/c/en/stuck_in_traffic+at:stuck_in_traffic	atomic	1.0
at:is_at_the_mall_with_friends	at:xIntent	at:to_have_fun	atomic	1.0
at:is_best_friends_for_years	at:xIntent	at:to_have_companionship	atomic	1.0
at:is_controlled_by_subconscious	at:xAttr	rg:subordinate+at:subordinate+/c/en/subordinate	atomic	1.0
at:is_dating_for_a_year	at:xAttr	vg:loving+rg:loving+at:loving+/c/en/loving	atomic	1.0
at:is_driving_down_the_street	at:xIntent	at:to_go_to_friend_house	atomic	1.0
at:is_feeling_ill	at:xAttr	/c/en/nervous+vg:nervous+at:nervous+rg:nervous	atomic	1.0
at:is_frozen_shut	at:xReact	at:trapped+/c/en/trapped+rg:trapped+vg:trapped	atomic	1.0
at:is_getting_closer	at:xAttr	at:friendly+rg:friendly+/c/en/friendly+vg:friendly	atomic	1.0
at:is_happy_with_decision	at:xAttr	/c/en/accepting+rg:accepting+at:accepting	atomic	1.0
at:is_in_first_grade	at:xWant	at:to_learn	atomic	1.0
at:is_late_for_class	at:xReact	at:embarrassed+rg:embarrassed+vg:embarrassed+/c/en/embarrassed	atomic	1.0
at:is_late_for_work	at:xEffect	at:is_rebuked	atomic	1.0
at:is_learning_to_drive	at:xNeed	/c/en/find_teacher+at:find_teacher	atomic	1.0
at:is_on_a_long_road_trip	at:xReact	at:close_to_nature+/c/en/close_to_nature	atomic	1.0
at:is_planning_a_trip	at:xWant	at:to_book_a_hotel	atomic	1.0
at:is_planning_wedding	at:xEffect	at:is_busy_doing_a_lot_of_activities	atomic	1.0
at:is_really_good	at:xReact	at:accomplished+rg:accomplished+/c/en/accomplished	atomic	1.0
at:is_really_long	at:xWant	at:to_see_if_he_fits_into_a_bed	atomic	1.0
at:is_walking_on_the_beach	at:xEffect	at:is_pinched_by_a_crab	atomic	1.0
at:itch+rg:itch+/c/en/itch+fn:lu:desiring:itch+fn:lu:perception_body:itch	/r/Synonym	/c/en/spoil+rg:spoil	ROGET	1.0
at:just_shook_head	at:oEffect	at:feels_dizzy	atomic	1.0
at:justifies_one	at:xNeed	at:to_think_carefully	atomic	1.0
at:keeps_a_civil_tongue_in_head	at:xAttr	rg:conventional+vg:conventional+/c/en/conventional+at:conventional	atomic	1.0
at:keeps_from_seeing	at:xWant	at:to_surprise_y	atomic	1.0
at:keeps_going	at:xEffect	at:says_words_of_encouragement	atomic	1.0
at:keeps_of_the_number	at:xWant	at:to_record_the_number	atomic	1.0
at:keeps_on_truckin	at:xWant	at:to_talk_to_the_village_people	atomic	1.0
at:keeps_straight	at:xReact	vg:safe+at:safe+rg:safe+/c/en/safe	atomic	1.0
at:kicks_against_the_pricks	at:xWant	at:form_a_defensive_position	atomic	1.0
at:kicks_the_man	at:oWant	at:to_have_vengence	atomic	1.0
at:kill+/c/en/kill+rg:kill	/r/MotivatedByGoal	/c/en/of_need_to_eat	CN	1.0
at:kills_husband	at:oEffect	at:to_compare_that	atomic	1.0
at:king+vg:king+/c/en/king+rg:king	/r/AtLocation	vg:bible+rg:bible+/c/en/bible	CN	1.0
at:king+vg:king+/c/en/king+rg:king	/r/RelatedTo	/c/en/antiking/n	CN	1.0
at:kisses_the_top_of_head	at:xIntent	at:to_express_love	atomic	1.0
at:kissing+rg:kissing+/c/en/kissing+vg:kissing	/r/UsedFor	/c/en/getting_closer	CN	2.0
at:knowledge+/c/en/knowledge+rg:knowledge	/r/RelatedTo	/c/en/beer_lore/n	CN	1.0
at:knowledge+/c/en/knowledge+rg:knowledge	/r/RelatedTo	/c/en/constructivism/n	CN	1.0
at:knows_intimately	at:xNeed	at:and_become_close	atomic	1.0
at:knows_names	at:xReact	vg:satisfied+rg:satisfied+/c/en/satisfied+at:satisfied	atomic	1.0
at:knows_nothing_about	at:xReact	at:better_educated_about_that_person	atomic	1.0
at:knows_well	at:xNeed	at:to_study_french	atomic	1.0
at:laughs_out_loud	at:xAttr	at:annoying+rg:annoying+/c/en/annoying	atomic	1.0
at:lawless+rg:lawless+/c/en/lawless	/r/Antonym	rg:dominated+at:dominated+/c/en/dominated+vg:dominated	ROGET	1.0
at:lays_it_on_thick	at:xEffect	at:applauded+/c/en/applauded+rg:applauded	atomic	1.0
at:lays_the_groundwork	at:xEffect	at:moves_forward	atomic	1.0
at:leads_army	at:oReact	at:helped+vg:helped+/c/en/helped+rg:helped	atomic	1.0
at:leads_existence	at:xAttr	vg:powerful+at:powerful+rg:powerful+/c/en/powerful	atomic	1.0
at:leaned_back_in_chair	at:xNeed	at:be_in_house	atomic	1.0
at:leans_head	at:xEffect	at:gets_smacked	atomic	1.0
at:learns_every	at:xNeed	/c/en/develop_skills+at:develop_skills	atomic	1.0
at:learns_how_to_draw	at:xEffect	at:gains_confidence	atomic	1.0
at:learns_my_lesson	at:xAttr	at:learned+rg:learned+/c/en/learned	atomic	1.0
at:learns_well	at:oReact	vg:satisfied+rg:satisfied+/c/en/satisfied+at:satisfied	atomic	1.0
at:leaves_a_behind	at:xEffect	at:seeks_out_the_lost_piece	atomic	1.0
at:leaves_behind	at:xNeed	at:to_let_____know_would_leave_____behind	atomic	1.0
at:leaves_class	at:xWant	at:to_eat_luch	atomic	1.0
at:leaves_for_work	at:xNeed	at:to_drink_coffee	atomic	1.0
at:leaves_the_bag	at:xEffect	at:goal_complete	atomic	1.0
at:leaves_the_stage	at:xAttr	rg:relieved+/c/en/relieved+at:relieved	atomic	1.0
at:leaves_wife	at:oWant	at:to_convince_to_stay	atomic	1.0
at:leaves_within_days	at:xIntent	at:to_return_to_his_home	atomic	1.0
at:leering+rg:leering+/c/en/leering	/r/Synonym	rg:blue+vg:blue+at:blue+/c/en/blue	ROGET	1.0
at:left_PersonZ_behind	at:xReact	/c/en/terrible+at:terrible+rg:terrible+vg:terrible	atomic	1.0
at:left_at_home	at:xAttr	rg:freedom+at:freedom+/c/en/freedom	atomic	1.0
at:leg+rg:leg+/c/en/leg+vg:leg	/r/RelatedTo	/c/en/octopodous/a	CN	1.0
at:leg+rg:leg+/c/en/leg+vg:leg	/r/RelatedTo	/c/en/skin+vg:skin+rg:skin	VG,CN	1.0
at:leg+rg:leg+/c/en/leg+vg:leg	/r/RelatedTo	vg:kite+/c/en/kite+rg:kite	VG	1.0
at:leg+rg:leg+/c/en/leg+vg:leg	vg:InImage	vg:I2320173	VG	1.0
at:leg+rg:leg+/c/en/leg+vg:leg	vg:InImage	vg:I2324847	VG	1.0
at:leg+rg:leg+/c/en/leg+vg:leg	vg:InImage	vg:I2326754	VG	1.0
at:leg+rg:leg+/c/en/leg+vg:leg	vg:InImage	vg:I2337354	VG	1.0
at:leg+rg:leg+/c/en/leg+vg:leg	vg:InImage	vg:I2338369	VG	1.0
at:leg+rg:leg+/c/en/leg+vg:leg	vg:InImage	vg:I2390398	VG	1.0
at:leg+rg:leg+/c/en/leg+vg:leg	vg:InImage	vg:I2398349	VG	1.0
at:leg+rg:leg+/c/en/leg+vg:leg	vg:InImage	vg:I2407120	VG	1.0
at:leg+rg:leg+/c/en/leg+vg:leg	vg:InImage	vg:I2415078	VG	1.0
at:leg+rg:leg+/c/en/leg+vg:leg	vg:InImage	vg:I2416033	VG	1.0
at:leg+rg:leg+/c/en/leg+vg:leg	vg:InImage	vg:I2417479	VG	1.0
at:lets_it_cool	at:xAttr	vg:smart+/c/en/smart+at:smart+rg:smart	atomic	1.0
at:lets_slip	at:xNeed	at:to_get_to_the_top_of_the_hill	atomic	1.0
at:letters+rg:letters+vg:letters+/c/en/letters	vg:InImage	vg:I2316139	VG	1.0
at:letters+rg:letters+vg:letters+/c/en/letters	vg:InImage	vg:I2327003	VG	1.0
at:letters+rg:letters+vg:letters+/c/en/letters	vg:InImage	vg:I2334735	VG	1.0
at:letters+rg:letters+vg:letters+/c/en/letters	vg:InImage	vg:I2357167	VG	1.0
at:letters+rg:letters+vg:letters+/c/en/letters	vg:InImage	vg:I2369388	VG	1.0
at:letters+rg:letters+vg:letters+/c/en/letters	vg:InImage	vg:I2378693	VG	1.0
at:letters+rg:letters+vg:letters+/c/en/letters	vg:InImage	vg:I2380730	VG	1.0
at:letters+rg:letters+vg:letters+/c/en/letters	vg:InImage	vg:I2387519	VG	1.0
at:letters+rg:letters+vg:letters+/c/en/letters	vg:InImage	vg:I2390020	VG	1.0
at:letters+rg:letters+vg:letters+/c/en/letters	vg:InImage	vg:I2400643	VG	1.0
at:letters+rg:letters+vg:letters+/c/en/letters	vg:InImage	vg:I2408817	VG	1.0
at:lettuce+rg:lettuce+/c/en/lettuce+vg:lettuce	/r/RelatedTo	/c/en/curling+rg:curling+vg:curling	VG	1.0
at:liar+rg:liar+/c/en/liar	/r/Antonym	/c/en/truthteller/n	CN	1.0
at:liberal+/c/en/liberal+vg:liberal+rg:liberal	/r/RelatedTo	/c/en/superliberal/n	CN	1.0
at:lifts_face	at:xAttr	at:serious+rg:serious+/c/en/serious+vg:serious	atomic	1.0
at:lifts_in_air	at:oWant	at:understand_why_did_that	atomic	1.0
at:light+vg:light+rg:light+/c/en/light	/r/RelatedTo	vg:display_stand	VG	1.0
at:light+vg:light+rg:light+/c/en/light	/r/RelatedTo	vg:generated+rg:generated+/c/en/generated	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2315507	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2317604	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2329198	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2332150	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2335057	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2346288	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2352832	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2361174	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2362309	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2372113	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2375837	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2379251	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2390272	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2398108	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I2408251	VG	1.0
at:light+vg:light+rg:light+/c/en/light	vg:InImage	vg:I758	VG	1.0
